"","Especie","top.freq","bottom.freq","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf"
"Mimus_44","Mimus",3.6393,1.6056,0.168957997,2.51930376396165,0.30903279668213,2.45346909620991,2.35267346938776,2.69656443148688,0.343890962099125,0.0813496262702612,0.0500613084740069,0.125153271185017,0.0750919627110103,3.23166332357095,17.6090174619578,0.885836955804174,0.934336477223475,0.827669780680439,0.411813490938681,2.519384765625,2.28251953125,2.97158203125,0.6890625,5.625,2.88544921875,2.45478515625,-2.54894157214708,2.46428011195866
"Zenaida_51","Zenaida",0.999,0.5352,0.132316503999995,0.722098464394871,0.0778155036402998,0.710075409836066,0.694868852459016,0.755695081967213,0.0608262295081967,0.0926190476190476,0.0529251700680272,0.112465986394558,0.0595408163265306,2.41774780012144,8.61622549101292,0.829293340128979,0.944670354472842,0.78340883358161,0.472555323088495,0.67060546875,0.55986328125,0.99052734375,0.4306640625,6.4,0.55986328125,0.55986328125,0,0.388954078494095
"Mimus_57","Mimus",3.1755,1.4985,0.071247348,2.42415439299384,0.280598955359905,2.48497058823529,2.40041596638655,2.54134033613445,0.140924369747899,0.0427482993197279,0.0284988662131519,0.0569977324263039,0.0284988662131519,2.94842636444214,11.3623325431345,0.826627463401342,0.929341495272546,0.768219202870755,0.453323955221849,2.3255859375,1.50732421875,2.62705078125,1.1197265625,1.15384615384615,1.50732421875,2.45478515625,13.2981923411381,2.46428011195866
"Mimus_58","Mimus",4.0675,2.4976,0.150637250000003,3.15285210305477,0.303913403347299,3.10294279661017,2.92333559322034,3.37567966101695,0.45234406779661,0.0654934437543133,0.039296066252588,0.111338854382333,0.0720427881297447,1.99976976535854,7.60463128424441,0.901295567491626,0.941458313979706,0.848532205368049,0.508465864045334,3.043359375,2.79931640625,3.57451171875,0.7751953125,5.44444444444444,3.40224609375,3.14384765625,-1.71536879158372,2.9831116203248
"Mimus_59","Mimus",3.4966,1.3915,0.111960117999999,2.05436683356294,0.468048625545895,1.8483514893617,1.78564638297872,2.09021404255319,0.304567659574468,0.0526930772308924,0.0197599039615846,0.072452981192477,0.0526930772308924,4.19490626285369,21.9847087334152,0.829814228927449,0.959513274712477,0.796217768201186,0.44533736514793,1.9619140625,1.76572265625,2.97158203125,1.205859375,1.5,2.97158203125,1.85185546875,-10.0011198853864,1.8589766855315
"Zenaida_61","Zenaida",0.9277,0.3211,0.136387780999996,0.585166946295906,0.130546209791432,0.572617073170732,0.528231707317073,0.63179756097561,0.103565853658537,0.0779397473275024,0.0519598315516683,0.103919663103337,0.0519598315516683,5.02952953437519,29.0348168913694,0.858373457083803,0.955104332020638,0.819836207352272,0.62986718531774,0.567693536931818,0.38759765625,0.64599609375,0.2583984375,4.66666666666667,0.64599609375,0.47373046875,-1.26305761217718,0.216010242372047
"Mimus_65","Mimus",3.2825,1.3558,0.148601611000004,2.04984921861415,0.454929663172521,1.88126363636364,1.72631923076923,2.32588671328671,0.599567482517483,0.0581543921916593,0.0258463965296263,0.0969239869860988,0.0710775904564724,2.45644346738415,9.1350907739901,0.915025619613301,0.947228178391249,0.866738050847631,0.613699974620702,1.73025620404412,1.42119140625,2.19638671875,0.7751953125,3.55555555555556,1.76572265625,1.42119140625,-2.31848933320105,1.77250476747047
"Mimus_66","Mimus",3.3896,1.4272,0.164886720000005,2.07656957540517,0.49584602321784,1.85248792569659,1.73097708978328,2.34460681114551,0.613629721362229,0.0760962846677132,0.0317067852782138,0.11414442700157,0.082437641723356,6.39839165414925,57.1764979719431,0.902640728801794,0.940558462178833,0.848986375781796,0.611265215277128,1.89160907451923,1.50732421875,2.62705078125,1.1197265625,3.76923076923077,2.45478515625,1.50732421875,-5.74613248113595,1.77250476747047
"Mimus_67","Mimus",3.7107,1.4272,0.168957997,2.09658338775615,0.544190507990261,1.83645064935065,1.72968961038961,2.31094415584416,0.581254545454545,0.0688342991517595,0.0250306542370034,0.112637944066515,0.087607289829512,3.73315427935293,18.7508940205243,0.882603100624983,0.936133885496144,0.82623466993901,0.519597687496262,1.85185546875,1.50732421875,3.05771484375,1.550390625,4.72222222222222,1.76572265625,1.50732421875,-1.52936494328824,1.77250476747047
"Zenaida_69","Zenaida",0.9633,0.3925,0.130280865000003,0.616773321074822,0.118685666185299,0.623905405405405,0.539056756756757,0.6779,0.138843243243243,0.0521179138321995,0.0325736961451247,0.0846916099773243,0.0521179138321995,3.52760296279882,16.0544619681845,0.867409171028022,0.951671222721691,0.825488346392247,0.577896409591644,0.58037109375,0.47373046875,0.73212890625,0.2583984375,5.66666666666667,0.55986328125,0.47373046875,-0.661131721070457,0.302482160433071
"Mimus_79","Mimus",3.3182,1.7126,0.0793899020000008,2.48199065789635,0.251728120508067,2.47115118110236,2.40793858267716,2.55964881889764,0.151710236220473,0.0433024118738404,0.0216512059369202,0.0577365491651206,0.0360853432282004,3.6061494790167,16.9739717783659,0.835038763191228,0.942460725432443,0.786991238521415,0.441461116608663,2.418896484375,2.28251953125,2.54091796875,0.2583984375,3.66666666666666,2.45478515625,2.36865234375,-1.08493410786675,2.46428011195866
"Mimus_82","Mimus",2.6046,1.3201,0.0875324559999981,2.01904941258186,0.298475567531895,1.97381875,1.79031875,2.32935,0.53903125,0.0336734693877551,0.0202040816326531,0.0606122448979592,0.0404081632653061,0.793624763344795,3.05892880705572,0.943441292875682,0.944174087445354,0.890772821759163,0.710097688391984,2.02412109375,1.67958984375,2.54091796875,0.861328125,4.2,1.85185546875,2.36865234375,5.90406003231545,2.37780819389764
"Thryomanes_84","Thryomanes",7.7425,4.1032,1.398483661,5.02473822374387,0.564569303677773,4.92130949105915,4.63096643741403,5.26886299862448,0.637896561210454,0.705116332247185,0.393689952171345,0.981286895710665,0.58759694353932,2.29530145739556,8.80569768536797,0.903397758990971,0.862023009405929,0.77874965489597,0.328060964244661,4.85374348958333,4.17744140625,7.45048828125,3.273046875,13.9210526315789,7.45048828125,7.36435546875,-0.061590145742861,4.88549381766732
